user_id,idx
118777,0
2613732,1
1685992,2
332162,3
1583325,4
2433425,5
2186409,6
2538158,7
250758,8
859377,9
2092487,10
288497,11
2026461,12
367320,13
1432934,14
2372268,15
2284278,16
645481,17
80633,18
2255540,19
160108,20
2400139,21
1892425,22
2384328,23
1254093,24
1358077,25
2176120,26
2463576,27
1165756,28
204192,29
2432653,30
520255,31
872614,32
285083,33
1117111,34
2548478,35
1029411,36
2658616,37
1394690,38
2674883,39
694095,40
222713,41
145262,42
2829933,43
1709726,44
2129147,45
686738,46
1418767,47
2806934,48
2251053,49
1177964,50
557063,51
2641598,52
682892,53
2414866,54
2934779,55
702618,56
1258920,57
1825133,58
508740,59
1519285,60
265681,61
1565867,62
256185,63
465432,64
1351172,65
946464,66
248212,67
289190,68
1214104,69
604174,70
684281,71
1185382,72
1101903,73
2444796,74
1058700,75
2217148,76
2230497,77
2586679,78
635185,79
306954,80
2232759,81
1245396,82
2801687,83
507001,84
953365,85
1147463,86
1534707,87
1504662,88
1845077,89
2950304,90
106421,91
1947730,92
1251845,93
141932,94
1708387,95
2039843,96
598545,97
2392171,98
1810682,99
571943,100
1938258,101
1960673,102
1600168,103
1152419,104
1602130,105
2558092,106
1055735,107
669795,108
2700713,109
210120,110
261598,111
1260,112
816106,113
261524,114
1788560,115
934004,116
2177013,117
1709299,118
1537421,119
2833067,120
1603248,121
2703904,122
1104309,123
2078871,124
2382177,125
2544702,126
592390,127
3177,128
1800348,129
2063719,130
1909861,131
820058,132
1447032,133
2220784,134
193969,135
445161,136
1896565,137
367455,138
2135004,139
2578817,140
1115445,141
351438,142
41403,143
1482614,144
2326763,145
1678459,146
2097027,147
1232103,148
1529649,149
2508857,150
424839,151
1566688,152
1652664,153
90973,154
1591131,155
1120701,156
938272,157
1885923,158
343141,159
1113132,160
816648,161
2666830,162
2079317,163
1623371,164
1210463,165
442687,166
686298,167
1471419,168
187991,169
2193653,170
391875,171
710105,172
2904693,173
2211791,174
2572491,175
357669,176
1801302,177
2486234,178
1813883,179
2553338,180
636177,181
1312773,182
1955650,183
830695,184
269440,185
2588739,186
2131466,187
2134203,188
393107,189
1644921,190
1197828,191
1612013,192
257738,193
505158,194
1473366,195
2977657,196
2489069,197
1448579,198
2452609,199
2517775,200
2353894,201
2546046,202
2055196,203
2453370,204
930894,205
2487643,206
2110477,207
785075,208
1384319,209
2619424,210
1578699,211
18749,212
408782,213
1114462,214
302918,215
1789212,216
2002121,217
1894809,218
1533220,219
1789513,220
2114160,221
1363090,222
1863906,223
275686,224
1711359,225
1500820,226
2727164,227
992373,228
161521,229
581186,230
108692,231
368287,232
2201402,233
2181977,234
105334,235
379874,236
1112818,237
2246710,238
2254332,239
1669306,240
2100772,241
2693540,242
1858403,243
2057302,244
2709028,245
1569865,246
2656435,247
2433010,248
1748340,249
97718,250
1778421,251
1768636,252
2445048,253
106320,254
217483,255
1567667,256
2046292,257
111479,258
1059635,259
2604261,260
1454497,261
191220,262
2440446,263
879363,264
2597791,265
1270554,266
2479577,267
1284756,268
487881,269
2775355,270
651552,271
443508,272
965913,273
2419713,274
2595336,275
248412,276
2145235,277
2221169,278
2541790,279
2195287,280
2763567,281
2699015,282
2193068,283
1001889,284
979432,285
1457891,286
1701826,287
310514,288
1270644,289
552041,290
714654,291
2481127,292
241299,293
1482737,294
2154390,295
1835574,296
397583,297
1503540,298
2081920,299
2095767,300
772498,301
1353226,302
1580963,303
517745,304
847233,305
1381346,306
1499575,307
821299,308
1016282,309
2586087,310
2497122,311
1624865,312
518939,313
1049603,314
1474389,315
1192373,316
1152433,317
545071,318
11635,319
1607046,320
2331986,321
2009409,322
509658,323
2761581,324
550317,325
1056529,326
348875,327
1595198,328
28321,329
484793,330
692082,331
1376100,332
565556,333
2221830,334
297803,335
1612109,336
1382351,337
184848,338
861634,339
1440083,340
365494,341
290357,342
2286387,343
1896434,344
716898,345
394012,346
444824,347
1044924,348
2233446,349
1924664,350
855236,351
257950,352
1448304,353
2327922,354
2044889,355
2166003,356
802141,357
2472715,358
2288019,359
897123,360
2030083,361
2565112,362
2761193,363
1147426,364
2229751,365
1619158,366
595968,367
1929803,368
162429,369
572820,370
1819605,371
1778645,372
2638596,373
1248686,374
551081,375
2066351,376
432418,377
1669270,378
2455207,379
1293619,380
28276,381
1762563,382
2137748,383
1910850,384
1475426,385
330281,386
2787207,387
1574632,388
152067,389
144191,390
2926996,391
1332507,392
1115093,393
2931707,394
1256484,395
605562,396
2852719,397
1131209,398
248615,399
324447,400
1557830,401
2459923,402
2719145,403
298507,404
2632072,405
120068,406
2538202,407
622845,408
1865041,409
507916,410
1175935,411
139756,412
2234639,413
2155016,414
929333,415
2629678,416
1439793,417
881780,418
1789955,419
2084952,420
971969,421
2963617,422
2773084,423
924276,424
2296347,425
1665835,426
2657941,427
433852,428
6352,429
2058467,430
2444850,431
1247231,432
2979840,433
2281966,434
1878734,435
730636,436
2803314,437
2028838,438
1295628,439
2182845,440
67814,441
248175,442
1353678,443
1949915,444
555233,445
2552389,446
320099,447
2839038,448
1578652,449
1257560,450
1514182,451
2543251,452
2004447,453
362579,454
617042,455
2403696,456
1483976,457
878196,458
932182,459
1541901,460
967709,461
1742682,462
2111201,463
856058,464
1457626,465
2950628,466
602132,467
867401,468
2022720,469
1982330,470
1328260,471
1666138,472
1259767,473
1208636,474
1360306,475
1238680,476
175854,477
769896,478
161813,479
2475394,480
997001,481
2145144,482
1236474,483
1044467,484
945601,485
2584152,486
140772,487
2623740,488
792409,489
2473645,490
798229,491
1927140,492
153879,493
1076907,494
2739259,495
2231585,496
1965211,497
1350249,498
1435371,499
40422,500
2498353,501
1011914,502
1317902,503
2107143,504
1339022,505
1022222,506
2196869,507
1191088,508
2847391,509
1689739,510
2110618,511
669105,512
2204166,513
596374,514
141584,515
1615851,516
2251675,517
249266,518
2180874,519
252124,520
60667,521
2960024,522
638780,523
2126448,524
1904174,525
1161966,526
177201,527
2728060,528
930429,529
2085715,530
1480800,531
1063733,532
2475148,533
1132609,534
419655,535
2851409,536
2851560,537
2421886,538
1607357,539
1015106,540
983467,541
2283995,542
969210,543
2286464,544
747561,545
1624182,546
620678,547
860417,548
282283,549
572924,550
833770,551
1115287,552
1508681,553
1673605,554
2218402,555
747052,556
990801,557
1503525,558
2893187,559
1554574,560
315797,561
1872093,562
954533,563
1558961,564
1125948,565
2214872,566
1621575,567
2148648,568
864792,569
2886421,570
17401,571
1898226,572
577233,573
1734445,574
2387379,575
927335,576
2442457,577
530282,578
2103755,579
1014713,580
2841661,581
1873287,582
2285714,583
2723528,584
